id,data_source,country,hemisphere,week,year,age_group,hsp_rate,hsp_rate_flu,hsp_rate_rsv,hsp_rate_covid19,cases_rate_flu,cases_rate_rsv,cases_rate_covid19,hsp_abs,hsp_abs_flu,hsp_abs_rsv,hsp_abs_covid,cases_abs_flu,cases_abs_rsv,cases_abs_covid,denominator,subtype_a_abs,subtype_b_abs,subtype_c_abs,subtype_a_rate,subtype_b_rate,subtype_c_rate,start_date
20,WHO FluNET/FluID+RKI,DE,NH,1,2016,A75-79,NA,NA,NA,NA,0.11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-03
21,WHO FluNET/FluID+RKI,DE,NH,1,2016,A80+,NA,NA,NA,NA,0.14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-03
22,WHO FluNET/FluID+RKI,DE,NH,1,2016,ALL,NA,0.9694425292232088,0.7270818969174067,NA,0.4,0.05,NA,NA,8,6,NA,NA,NA,NA,82521653,6,2,NA,NA,NA,NA,2016-01-03
23,EPI MINSAL - FluNet (Flu cases),CL,SH,2,2016,ALL,0.01,0.01,0.01,0,0.02,NA,NA,2,1,1,0,4,NA,NA,18167147,NA,NA,NA,NA,NA,NA,2016-01-10
24,fluNet,AUS,SH,2,2016,ALL,NA,0.08,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,24103400,17,2,NA,0.07,0.01,NA,2016-01-10
25,FluNet - Non Sentinel,FR,NH,2,2016,ALL,NA,0.16,0.64,NA,NA,NA,NA,NA,108,427,NA,NA,NA,NA,66688564,56,52,NA,0.08,0.08,NA,2016-01-10
26,FluNet - Sentinel,FR,NH,2,2016,ALL,NA,0.04,0.01,NA,NA,NA,NA,NA,24,9,NA,NA,NA,NA,66688564,11,13,NA,0.02,0.02,NA,2016-01-10
27,WHO FluNET/FluID+RKI,DE,NH,2,2016,A00-04,NA,NA,NA,NA,3.17,1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
28,WHO FluNET/FluID+RKI,DE,NH,2,2016,A05-09,NA,NA,NA,NA,2.35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
29,WHO FluNET/FluID+RKI,DE,NH,2,2016,A10-14,NA,NA,NA,NA,0.49,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
30,WHO FluNET/FluID+RKI,DE,NH,2,2016,A15-19,NA,NA,NA,NA,0.55,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
31,WHO FluNET/FluID+RKI,DE,NH,2,2016,A20-24,NA,NA,NA,NA,0.52,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
32,WHO FluNET/FluID+RKI,DE,NH,2,2016,A25-29,NA,NA,NA,NA,0.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
33,WHO FluNET/FluID+RKI,DE,NH,2,2016,A30-34,NA,NA,NA,NA,0.57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
34,WHO FluNET/FluID+RKI,DE,NH,2,2016,A35-39,NA,NA,NA,NA,0.59,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
35,WHO FluNET/FluID+RKI,DE,NH,2,2016,A40-44,NA,NA,NA,NA,0.89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
36,WHO FluNET/FluID+RKI,DE,NH,2,2016,A45-49,NA,NA,NA,NA,0.64,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
37,WHO FluNET/FluID+RKI,DE,NH,2,2016,A50-54,NA,NA,NA,NA,0.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
38,WHO FluNET/FluID+RKI,DE,NH,2,2016,A55-59,NA,NA,NA,NA,0.45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
39,WHO FluNET/FluID+RKI,DE,NH,2,2016,A60-64,NA,NA,NA,NA,0.34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
40,WHO FluNET/FluID+RKI,DE,NH,2,2016,A65-69,NA,NA,NA,NA,0.44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
41,WHO FluNET/FluID+RKI,DE,NH,2,2016,A70-74,NA,NA,NA,NA,0.16,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
42,WHO FluNET/FluID+RKI,DE,NH,2,2016,A75-79,NA,NA,NA,NA,0.16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
43,WHO FluNET/FluID+RKI,DE,NH,2,2016,A80+,NA,NA,NA,NA,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-10
44,WHO FluNET/FluID+RKI,DE,NH,2,2016,ALL,NA,2.544786639210923,1.5753441099877143,NA,0.7,0.06,NA,NA,21,13,NA,NA,NA,NA,82521653,18,3,NA,NA,NA,NA,2016-01-10
45,EPI MINSAL - FluNet (Flu cases),CL,SH,3,2016,ALL,0,0,0,0,0.02,NA,NA,0,0,0,0,4,NA,NA,18167147,NA,NA,NA,NA,NA,NA,2016-01-17
46,fluNet,AUS,SH,3,2016,ALL,NA,0.05,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,24103400,11,1,NA,0.05,0,NA,2016-01-17
47,FluNet - Non Sentinel,FR,NH,3,2016,ALL,NA,0.34,0.53,NA,NA,NA,NA,NA,226,354,NA,NA,NA,NA,66688564,119,107,NA,0.18,0.16,NA,2016-01-17
48,FluNet - Sentinel,FR,NH,3,2016,ALL,NA,0.1,0.02,NA,NA,NA,NA,NA,64,11,NA,NA,NA,NA,66688564,28,36,NA,0.04,0.05,NA,2016-01-17
49,WHO FluNET/FluID+RKI,DE,NH,3,2016,A00-04,NA,NA,NA,NA,6.36,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
50,WHO FluNET/FluID+RKI,DE,NH,3,2016,A05-09,NA,NA,NA,NA,6.45,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
51,WHO FluNET/FluID+RKI,DE,NH,3,2016,A10-14,NA,NA,NA,NA,2.09,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
52,WHO FluNET/FluID+RKI,DE,NH,3,2016,A15-19,NA,NA,NA,NA,1.08,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
53,WHO FluNET/FluID+RKI,DE,NH,3,2016,A20-24,NA,NA,NA,NA,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
54,WHO FluNET/FluID+RKI,DE,NH,3,2016,A25-29,NA,NA,NA,NA,1.19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
55,WHO FluNET/FluID+RKI,DE,NH,3,2016,A30-34,NA,NA,NA,NA,1.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
56,WHO FluNET/FluID+RKI,DE,NH,3,2016,A35-39,NA,NA,NA,NA,1.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
57,WHO FluNET/FluID+RKI,DE,NH,3,2016,A40-44,NA,NA,NA,NA,1.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
58,WHO FluNET/FluID+RKI,DE,NH,3,2016,A45-49,NA,NA,NA,NA,0.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
59,WHO FluNET/FluID+RKI,DE,NH,3,2016,A50-54,NA,NA,NA,NA,0.73,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
60,WHO FluNET/FluID+RKI,DE,NH,3,2016,A55-59,NA,NA,NA,NA,0.77,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
61,WHO FluNET/FluID+RKI,DE,NH,3,2016,A60-64,NA,NA,NA,NA,0.62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
62,WHO FluNET/FluID+RKI,DE,NH,3,2016,A65-69,NA,NA,NA,NA,0.31,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
63,WHO FluNET/FluID+RKI,DE,NH,3,2016,A70-74,NA,NA,NA,NA,0.38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
64,WHO FluNET/FluID+RKI,DE,NH,3,2016,A75-79,NA,NA,NA,NA,0.39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
65,WHO FluNET/FluID+RKI,DE,NH,3,2016,A80+,NA,NA,NA,NA,0.18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-17
66,WHO FluNET/FluID+RKI,DE,NH,3,2016,ALL,NA,5.089573278421846,1.211803161529011,NA,1.33,0.11,NA,NA,42,10,NA,NA,NA,NA,82521653,34,8,NA,NA,NA,NA,2016-01-17
67,EPI MINSAL - FluNet (Flu cases),CL,SH,4,2016,ALL,0,0,0,0,0.02,NA,NA,0,0,0,0,3,NA,NA,18167147,NA,NA,NA,NA,NA,NA,2016-01-24
68,fluNet,AUS,SH,4,2016,ALL,NA,0.07,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,24103400,16,1,NA,0.07,0,NA,2016-01-24
69,FluNet - Non Sentinel,FR,NH,4,2016,ALL,NA,0.69,0.48,NA,NA,NA,NA,NA,463,320,NA,NA,NA,NA,66688564,199,264,NA,0.3,0.4,NA,2016-01-24
70,FluNet - Sentinel,FR,NH,4,2016,ALL,NA,0.18,0.02,NA,NA,NA,NA,NA,122,11,NA,NA,NA,NA,66688564,37,85,NA,0.06,0.13,NA,2016-01-24
71,WHO FluNET/FluID+RKI,DE,NH,4,2016,A00-04,NA,NA,NA,NA,13.82,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
72,WHO FluNET/FluID+RKI,DE,NH,4,2016,A05-09,NA,NA,NA,NA,11.59,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
73,WHO FluNET/FluID+RKI,DE,NH,4,2016,A10-14,NA,NA,NA,NA,4.62,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
74,WHO FluNET/FluID+RKI,DE,NH,4,2016,A15-19,NA,NA,NA,NA,1.82,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
75,WHO FluNET/FluID+RKI,DE,NH,4,2016,A20-24,NA,NA,NA,NA,1.07,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
76,WHO FluNET/FluID+RKI,DE,NH,4,2016,A25-29,NA,NA,NA,NA,1.71,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
77,WHO FluNET/FluID+RKI,DE,NH,4,2016,A30-34,NA,NA,NA,NA,2.74,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
78,WHO FluNET/FluID+RKI,DE,NH,4,2016,A35-39,NA,NA,NA,NA,2.87,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
79,WHO FluNET/FluID+RKI,DE,NH,4,2016,A40-44,NA,NA,NA,NA,2.65,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
80,WHO FluNET/FluID+RKI,DE,NH,4,2016,A45-49,NA,NA,NA,NA,2.12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
81,WHO FluNET/FluID+RKI,DE,NH,4,2016,A50-54,NA,NA,NA,NA,1.7,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
82,WHO FluNET/FluID+RKI,DE,NH,4,2016,A55-59,NA,NA,NA,NA,1.54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
83,WHO FluNET/FluID+RKI,DE,NH,4,2016,A60-64,NA,NA,NA,NA,1.17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
84,WHO FluNET/FluID+RKI,DE,NH,4,2016,A65-69,NA,NA,NA,NA,0.66,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
85,WHO FluNET/FluID+RKI,DE,NH,4,2016,A70-74,NA,NA,NA,NA,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
86,WHO FluNET/FluID+RKI,DE,NH,4,2016,A75-79,NA,NA,NA,NA,0.46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
87,WHO FluNET/FluID+RKI,DE,NH,4,2016,A80+,NA,NA,NA,NA,0.47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-24
88,WHO FluNET/FluID+RKI,DE,NH,4,2016,ALL,NA,7.755540233785671,1.5753441099877143,NA,2.72,0.11,NA,NA,64,13,NA,NA,NA,NA,82521653,42,22,NA,NA,NA,NA,2016-01-24
89,EPI MINSAL - FluNet (Flu cases),CL,SH,5,2016,ALL,0,0,0,0,0.01,NA,NA,0,0,0,0,2,NA,NA,18167147,NA,NA,NA,NA,NA,NA,2016-01-31
90,fluNet,AUS,SH,5,2016,ALL,NA,0.09,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,24103400,21,2,NA,0.09,0.01,NA,2016-01-31
91,FluNet - Non Sentinel,FR,NH,5,2016,ALL,NA,0.98,0.44,NA,NA,NA,NA,NA,655,293,NA,NA,NA,NA,66688564,246,409,NA,0.37,0.61,NA,2016-01-31
92,FluNet - Sentinel,FR,NH,5,2016,ALL,NA,0.26,0.01,NA,NA,NA,NA,NA,174,7,NA,NA,NA,NA,66688564,48,126,NA,0.07,0.19,NA,2016-01-31
93,WHO FluNET/FluID+RKI,DE,NH,5,2016,A00-04,NA,NA,NA,NA,16.88,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
94,WHO FluNET/FluID+RKI,DE,NH,5,2016,A05-09,NA,NA,NA,NA,13.59,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
95,WHO FluNET/FluID+RKI,DE,NH,5,2016,A10-14,NA,NA,NA,NA,5.68,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
96,WHO FluNET/FluID+RKI,DE,NH,5,2016,A15-19,NA,NA,NA,NA,2.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
97,WHO FluNET/FluID+RKI,DE,NH,5,2016,A20-24,NA,NA,NA,NA,1.7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
98,WHO FluNET/FluID+RKI,DE,NH,5,2016,A25-29,NA,NA,NA,NA,2.59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
99,WHO FluNET/FluID+RKI,DE,NH,5,2016,A30-34,NA,NA,NA,NA,3.6,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
100,WHO FluNET/FluID+RKI,DE,NH,5,2016,A35-39,NA,NA,NA,NA,3.86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
101,WHO FluNET/FluID+RKI,DE,NH,5,2016,A40-44,NA,NA,NA,NA,3.09,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
102,WHO FluNET/FluID+RKI,DE,NH,5,2016,A45-49,NA,NA,NA,NA,3.16,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
103,WHO FluNET/FluID+RKI,DE,NH,5,2016,A50-54,NA,NA,NA,NA,2.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
104,WHO FluNET/FluID+RKI,DE,NH,5,2016,A55-59,NA,NA,NA,NA,2.62,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
105,WHO FluNET/FluID+RKI,DE,NH,5,2016,A60-64,NA,NA,NA,NA,1.82,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
106,WHO FluNET/FluID+RKI,DE,NH,5,2016,A65-69,NA,NA,NA,NA,1.32,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
107,WHO FluNET/FluID+RKI,DE,NH,5,2016,A70-74,NA,NA,NA,NA,1.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
108,WHO FluNET/FluID+RKI,DE,NH,5,2016,A75-79,NA,NA,NA,NA,1.15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
109,WHO FluNET/FluID+RKI,DE,NH,5,2016,A80+,NA,NA,NA,NA,0.71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-31
110,WHO FluNET/FluID+RKI,DE,NH,5,2016,ALL,NA,8.603802446855978,1.9388850584464177,NA,3.65,0.14,NA,NA,71,16,NA,NA,NA,NA,82521653,55,16,NA,NA,NA,NA,2016-01-31
111,EPI MINSAL - FluNet (Flu cases),CL,SH,6,2016,ALL,0,0,0,0,0.02,NA,NA,0,0,0,0,3,NA,NA,18167147,NA,NA,NA,NA,NA,NA,2016-02-07
112,fluNet,AUS,SH,6,2016,ALL,NA,0.12,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,24103400,22,8,NA,0.09,0.03,NA,2016-02-07
113,FluNet - Non Sentinel,FR,NH,6,2016,ALL,NA,1.24,0.34,NA,NA,NA,NA,NA,827,229,NA,NA,NA,NA,66688564,260,567,NA,0.39,0.85,NA,2016-02-07
114,FluNet - Sentinel,FR,NH,6,2016,ALL,NA,0.28,0.01,NA,NA,NA,NA,NA,184,8,NA,NA,NA,NA,66688564,52,132,NA,0.08,0.2,NA,2016-02-07
115,WHO FluNET/FluID+RKI,DE,NH,6,2016,A00-04,NA,NA,NA,NA,18.32,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
116,WHO FluNET/FluID+RKI,DE,NH,6,2016,A05-09,NA,NA,NA,NA,15.41,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
117,WHO FluNET/FluID+RKI,DE,NH,6,2016,A10-14,NA,NA,NA,NA,4.89,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
118,WHO FluNET/FluID+RKI,DE,NH,6,2016,A15-19,NA,NA,NA,NA,3.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
119,WHO FluNET/FluID+RKI,DE,NH,6,2016,A20-24,NA,NA,NA,NA,1.77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
120,WHO FluNET/FluID+RKI,DE,NH,6,2016,A25-29,NA,NA,NA,NA,3.17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
121,WHO FluNET/FluID+RKI,DE,NH,6,2016,A30-34,NA,NA,NA,NA,3.75,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
122,WHO FluNET/FluID+RKI,DE,NH,6,2016,A35-39,NA,NA,NA,NA,4.17,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
123,WHO FluNET/FluID+RKI,DE,NH,6,2016,A40-44,NA,NA,NA,NA,3.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
124,WHO FluNET/FluID+RKI,DE,NH,6,2016,A45-49,NA,NA,NA,NA,2.92,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
125,WHO FluNET/FluID+RKI,DE,NH,6,2016,A50-54,NA,NA,NA,NA,2.46,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
126,WHO FluNET/FluID+RKI,DE,NH,6,2016,A55-59,NA,NA,NA,NA,2.41,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
127,WHO FluNET/FluID+RKI,DE,NH,6,2016,A60-64,NA,NA,NA,NA,1.97,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
128,WHO FluNET/FluID+RKI,DE,NH,6,2016,A65-69,NA,NA,NA,NA,1.21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
129,WHO FluNET/FluID+RKI,DE,NH,6,2016,A70-74,NA,NA,NA,NA,1.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
130,WHO FluNET/FluID+RKI,DE,NH,6,2016,A75-79,NA,NA,NA,NA,1.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-02-07
