Entity,Code,Day,Weekly new hospital admissions
England,,2022-03-19,12045
England,,2022-03-20,12247
England,,2022-03-21,12580
England,,2022-03-22,12878
England,,2022-03-23,13192
England,,2022-03-24,13460
England,,2022-03-25,13756
England,,2022-03-26,13812
England,,2022-03-27,14056
England,,2022-03-28,14352
England,,2022-03-29,14473
England,,2022-03-30,14691
England,,2022-03-31,14809
England,,2022-04-01,14730
England,,2022-04-02,14687
England,,2022-04-03,14753
England,,2022-04-04,14637
England,,2022-04-05,14726
England,,2022-04-06,14547
England,,2022-04-07,14422
England,,2022-04-08,14327
England,,2022-04-09,14203
England,,2022-04-10,13892
England,,2022-04-11,13637
England,,2022-04-12,13332
England,,2022-04-13,13054
England,,2022-04-14,12717
England,,2022-04-15,12382
England,,2022-04-16,11968
England,,2022-04-17,11523
England,,2022-04-18,11120
England,,2022-04-19,10552
England,,2022-04-20,9976
England,,2022-04-21,9578
England,,2022-04-22,9346
England,,2022-04-23,9145
England,,2022-04-24,8875
England,,2022-04-25,8507
England,,2022-04-26,8172
England,,2022-04-27,7932
England,,2022-04-28,7604
England,,2022-04-29,7292
England,,2022-04-30,6923
England,,2022-05-01,6653
England,,2022-05-02,6343
England,,2022-05-03,6136
England,,2022-05-04,5927
England,,2022-05-05,5768
England,,2022-05-06,5617
England,,2022-05-07,5506
England,,2022-05-08,5368
England,,2022-05-09,5271
England,,2022-05-10,5104
England,,2022-05-11,4902
England,,2022-05-12,4805
England,,2022-05-13,4626
England,,2022-05-14,4572
England,,2022-05-15,4469
England,,2022-05-16,4327
England,,2022-05-17,4177
England,,2022-05-18,4132
England,,2022-05-19,4025
England,,2022-05-20,3933
England,,2022-05-21,3767
England,,2022-05-22,3664
England,,2022-05-23,3580
England,,2022-05-24,3465
England,,2022-05-25,3314
England,,2022-05-26,3162
England,,2022-05-27,3154
England,,2022-05-28,3149
England,,2022-05-29,3114
England,,2022-05-30,3074
England,,2022-05-31,3115
England,,2022-06-01,3120
England,,2022-06-02,3111
England,,2022-06-03,3073
England,,2022-06-04,3134
England,,2022-06-05,3237
England,,2022-06-06,3378
England,,2022-06-07,3453
England,,2022-06-08,3637
England,,2022-06-09,3852
England,,2022-06-10,4037
England,,2022-06-11,4177
England,,2022-06-12,4305
England,,2022-06-13,4421
England,,2022-06-14,4607
England,,2022-06-15,4785
England,,2022-06-16,4980
England,,2022-06-17,5220
England,,2022-06-18,5434
England,,2022-06-19,5717
England,,2022-06-20,6050
England,,2022-06-21,6442
England,,2022-06-22,6733
England,,2022-06-23,7121
England,,2022-06-24,7364
England,,2022-06-25,7578
England,,2022-06-26,7912
England,,2022-06-27,8295
England,,2022-06-28,8594
England,,2022-06-29,9033
England,,2022-06-30,9419
England,,2022-07-01,9673
England,,2022-07-02,10036
England,,2022-07-03,10555
England,,2022-07-04,11028
England,,2022-07-05,11500
England,,2022-07-06,11873
England,,2022-07-07,12244
England,,2022-07-08,12614
England,,2022-07-09,12841
England,,2022-07-10,12935
England,,2022-07-11,13029
England,,2022-07-12,13048
England,,2022-07-13,13049
England,,2022-07-14,12921
England,,2022-07-15,12712
England,,2022-07-16,12484
England,,2022-07-17,12289
England,,2022-07-18,12038
England,,2022-07-19,11927
England,,2022-07-20,11696
England,,2022-07-21,11407
England,,2022-07-22,11151
England,,2022-07-23,10917
England,,2022-07-24,10530
England,,2022-07-25,10121
England,,2022-07-26,9605
England,,2022-07-27,9087
England,,2022-07-28,8702
England,,2022-07-29,8467
England,,2022-07-30,8264
England,,2022-07-31,8095
England,,2022-08-01,7870
England,,2022-08-02,7614
England,,2022-08-03,7476
England,,2022-08-04,7328
England,,2022-08-05,7242
England,,2022-08-06,7081
England,,2022-08-07,6842
England,,2022-08-08,6697
England,,2022-08-09,6608
England,,2022-08-10,6558
England,,2022-08-11,6442
England,,2022-08-12,6272
England,,2022-08-13,6259
England,,2022-08-14,6119
England,,2022-08-15,6005
England,,2022-08-16,5850
England,,2022-08-17,5629
England,,2022-08-18,5420
England,,2022-08-19,5328
England,,2022-08-20,5151
England,,2022-08-21,4997
England,,2022-08-22,4806
England,,2022-08-23,4695
England,,2022-08-24,4550
England,,2022-08-25,4504
England,,2022-08-26,4368
England,,2022-08-27,4258
England,,2022-08-28,4192
England,,2022-08-29,4124
England,,2022-08-30,4029
England,,2022-08-31,3966
England,,2022-09-01,3854
England,,2022-09-02,3808
England,,2022-09-03,3772
England,,2022-09-04,3704
England,,2022-09-05,3628
England,,2022-09-06,3553
England,,2022-09-07,3514
England,,2022-09-08,3488
England,,2022-09-09,3444
England,,2022-09-10,3413
England,,2022-09-11,3441
England,,2022-09-12,3434
England,,2022-09-13,3477
England,,2022-09-14,3522
England,,2022-09-15,3567
England,,2022-09-16,3621
England,,2022-09-17,3697
England,,2022-09-18,3753
England,,2022-09-19,4015
England,,2022-09-20,4261
England,,2022-09-21,4533
England,,2022-09-22,4826
England,,2022-09-23,5054
England,,2022-09-24,5297
England,,2022-09-25,5713
England,,2022-09-26,5930
England,,2022-09-27,6149
England,,2022-09-28,6425
England,,2022-09-29,6737
England,,2022-09-30,6903
England,,2022-10-01,7267
England,,2022-10-02,7558
England,,2022-10-03,7904
England,,2022-10-04,8277
England,,2022-10-05,8402
England,,2022-10-06,8407
England,,2022-10-07,8483
England,,2022-10-08,8277
England,,2022-10-09,8267
England,,2022-10-10,8198
England,,2022-10-11,7987
England,,2022-10-12,7878
England,,2022-10-13,7962
England,,2022-10-14,7994
England,,2022-10-15,8009
England,,2022-10-16,7963
England,,2022-10-17,7809
England,,2022-10-18,7703
England,,2022-10-19,7617
England,,2022-10-20,7423
England,,2022-10-21,7276
England,,2022-10-22,7161
England,,2022-10-23,6839
England,,2022-10-24,6588
England,,2022-10-25,6350
England,,2022-10-26,6143
England,,2022-10-27,5863
England,,2022-10-28,5590
England,,2022-10-29,5323
England,,2022-10-30,5079
England,,2022-10-31,4839
England,,2022-11-01,4665
England,,2022-11-02,4379
England,,2022-11-03,4174
England,,2022-11-04,4026
England,,2022-11-05,3904
England,,2022-11-06,3764
England,,2022-11-07,3732
England,,2022-11-08,3593
England,,2022-11-09,3557
England,,2022-11-10,3539
England,,2022-11-11,3564
England,,2022-11-12,3538
England,,2022-11-13,3483
England,,2022-11-14,3407
England,,2022-11-15,3351
England,,2022-11-16,3358
England,,2022-11-17,3324
England,,2022-11-18,3326
England,,2022-11-19,3351
England,,2022-11-20,3340
England,,2022-11-21,3321
England,,2022-11-22,3374
England,,2022-11-23,3368
England,,2022-11-24,3374
England,,2022-11-25,3380
England,,2022-11-26,3423
England,,2022-11-27,3546
England,,2022-11-28,3682
England,,2022-11-29,3796
England,,2022-11-30,3850
England,,2022-12-01,3911
England,,2022-12-02,3936
England,,2022-12-03,3996
England,,2022-12-04,4028
England,,2022-12-05,4113
England,,2022-12-06,4231
England,,2022-12-07,4389
England,,2022-12-08,4503
England,,2022-12-09,4642
England,,2022-12-10,4726
England,,2022-12-11,5009
England,,2022-12-12,5250
England,,2022-12-13,5497
England,,2022-12-14,5712
England,,2022-12-15,6079
England,,2022-12-16,6306
England,,2022-12-17,6523
England,,2022-12-18,6827
England,,2022-12-19,7158
England,,2022-12-20,7508
England,,2022-12-21,7838
England,,2022-12-22,8010
England,,2022-12-23,8075
England,,2022-12-24,8056
England,,2022-12-25,7724
England,,2022-12-26,7416
England,,2022-12-27,7174
England,,2022-12-28,7126
England,,2022-12-29,7115
England,,2022-12-30,7156
England,,2022-12-31,7099
England,,2023-01-01,7039
England,,2023-01-02,6967
England,,2023-01-03,6825
England,,2023-01-04,6502
England,,2023-01-05,6176
England,,2023-01-06,5941
England,,2023-01-07,5846
England,,2023-01-08,5838
England,,2023-01-09,5659
Estonia,EST,2020-03-29,522
Estonia,EST,2020-04-26,24
Estonia,EST,2020-05-03,24
Estonia,EST,2020-05-10,5
Estonia,EST,2020-05-17,10
Estonia,EST,2020-05-24,27
Estonia,EST,2020-05-31,9
Estonia,EST,2020-06-07,4
Estonia,EST,2020-06-14,8
Estonia,EST,2020-06-28,2
Estonia,EST,2020-07-05,1
Estonia,EST,2020-07-12,2
Estonia,EST,2020-07-19,0
Estonia,EST,2020-07-26,1
Estonia,EST,2020-08-02,2
Estonia,EST,2020-08-09,5
Estonia,EST,2020-08-16,3
Estonia,EST,2020-08-23,8
Estonia,EST,2020-08-30,9
Estonia,EST,2020-09-06,5
Estonia,EST,2020-09-13,12
Estonia,EST,2020-09-20,27
Estonia,EST,2020-09-27,33
Estonia,EST,2020-10-04,30
Estonia,EST,2020-10-11,15
Estonia,EST,2020-10-18,21
Estonia,EST,2020-10-25,18
Estonia,EST,2020-11-01,32
Estonia,EST,2020-11-08,43
Estonia,EST,2020-11-15,60
Estonia,EST,2020-11-22,128
Estonia,EST,2020-11-29,157
Estonia,EST,2020-12-06,190
Estonia,EST,2020-12-13,186
Estonia,EST,2020-12-20,242
Estonia,EST,2020-12-27,273
Estonia,EST,2021-01-03,282
Estonia,EST,2021-01-10,276
Estonia,EST,2021-01-17,297
Estonia,EST,2021-01-24,294
Estonia,EST,2021-01-31,297
Estonia,EST,2021-02-07,323
Estonia,EST,2021-02-14,364
Estonia,EST,2021-02-21,369
Estonia,EST,2021-02-28,411
Estonia,EST,2021-03-07,544
Estonia,EST,2021-03-14,568
Estonia,EST,2021-03-21,552
Estonia,EST,2021-03-28,568
Estonia,EST,2021-04-11,394
Estonia,EST,2021-04-18,296
Estonia,EST,2021-04-25,265
Estonia,EST,2021-05-02,216
Estonia,EST,2021-05-09,196
Estonia,EST,2021-05-16,143
Estonia,EST,2021-05-23,135
Estonia,EST,2021-05-30,82
Estonia,EST,2021-06-06,47
Estonia,EST,2021-06-13,41
Estonia,EST,2021-06-20,40
Estonia,EST,2021-06-27,24
Estonia,EST,2021-07-04,17
Estonia,EST,2021-07-11,22
Estonia,EST,2021-07-18,16
Estonia,EST,2021-07-25,29
Estonia,EST,2021-08-01,42
Estonia,EST,2021-08-08,48
Estonia,EST,2021-08-15,67
Estonia,EST,2021-08-22,69
Estonia,EST,2021-08-29,112
Estonia,EST,2021-09-05,115
Estonia,EST,2021-09-12,144
Estonia,EST,2021-09-19,134
Estonia,EST,2021-09-26,148
Estonia,EST,2021-10-03,198
Estonia,EST,2021-10-10,241
Estonia,EST,2021-10-17,347
Estonia,EST,2021-10-24,428
Estonia,EST,2021-10-31,459
Estonia,EST,2021-11-14,366
Estonia,EST,2021-11-21,255
Estonia,EST,2021-11-28,204
Estonia,EST,2021-12-05,150
Estonia,EST,2021-12-12,221
Estonia,EST,2021-12-19,172
Estonia,EST,2021-12-26,179
Estonia,EST,2022-01-02,161
Estonia,EST,2022-01-09,196
Estonia,EST,2022-01-16,259
Estonia,EST,2022-01-23,276
Estonia,EST,2022-01-30,318
Estonia,EST,2022-02-06,368
Estonia,EST,2022-02-13,484
Estonia,EST,2022-02-20,607
Estonia,EST,2022-02-27,563
Estonia,EST,2022-03-06,547
Estonia,EST,2022-03-13,495
Estonia,EST,2022-03-20,345
Estonia,EST,2022-03-27,341
Estonia,EST,2022-04-03,239
Estonia,EST,2022-04-10,246
Estonia,EST,2022-04-17,135
Estonia,EST,2022-04-24,141
Estonia,EST,2022-05-01,110
Estonia,EST,2022-05-08,132
Estonia,EST,2022-05-15,98
Estonia,EST,2022-05-22,81
Estonia,EST,2022-05-29,83
Estonia,EST,2022-06-05,76
Estonia,EST,2022-06-12,59
Estonia,EST,2022-06-19,64
Estonia,EST,2022-06-26,80
Estonia,EST,2022-07-03,97
Estonia,EST,2022-07-10,79
Estonia,EST,2022-07-17,97
Estonia,EST,2022-07-24,117
Estonia,EST,2022-07-31,143
Estonia,EST,2022-08-07,122
Estonia,EST,2022-08-14,129
Estonia,EST,2022-08-21,90
Estonia,EST,2022-08-28,95
Estonia,EST,2022-09-04,75
Estonia,EST,2022-09-11,101
Estonia,EST,2022-09-18,150
Estonia,EST,2022-09-25,150
Estonia,EST,2022-10-02,150
Estonia,EST,2022-10-09,200
Estonia,EST,2022-10-16,175
Estonia,EST,2022-10-23,217
Estonia,EST,2022-10-30,173
Estonia,EST,2022-11-06,178
Estonia,EST,2022-11-13,164
Estonia,EST,2022-11-20,164
Estonia,EST,2022-11-27,161
Estonia,EST,2022-12-04,189
Estonia,EST,2022-12-11,231
Estonia,EST,2022-12-18,259
Estonia,EST,2022-12-25,244
Estonia,EST,2023-01-01,234
Estonia,EST,2023-01-08,149
France,FRA,2020-03-25,14396
France,FRA,2020-03-26,15264
France,FRA,2020-03-27,17067
France,FRA,2020-03-28,18880
France,FRA,2020-03-29,20031
France,FRA,2020-03-30,21086
France,FRA,2020-03-31,22614
France,FRA,2020-04-01,23729
France,FRA,2020-04-02,24477
France,FRA,2020-04-03,25045
France,FRA,2020-04-04,24514
France,FRA,2020-04-05,23760
France,FRA,2020-04-06,23406
France,FRA,2020-04-07,22537
France,FRA,2020-04-08,21395
France,FRA,2020-04-09,20540
France,FRA,2020-04-10,20074
France,FRA,2020-04-11,19296
France,FRA,2020-04-12,19053
France,FRA,2020-04-13,17556
France,FRA,2020-04-14,16244
France,FRA,2020-04-15,15520
France,FRA,2020-04-16,14614
France,FRA,2020-04-17,13619
France,FRA,2020-04-18,13140
France,FRA,2020-04-19,12342
France,FRA,2020-04-20,12549
France,FRA,2020-04-21,12469
France,FRA,2020-04-22,11673
France,FRA,2020-04-23,10999
France,FRA,2020-04-24,10179
France,FRA,2020-04-25,9613
France,FRA,2020-04-26,9204
France,FRA,2020-04-27,8704
France,FRA,2020-04-28,8140
France,FRA,2020-04-29,7591
France,FRA,2020-04-30,7229
France,FRA,2020-05-01,6551
France,FRA,2020-05-02,6005
France,FRA,2020-05-03,5869
France,FRA,2020-05-04,5594
France,FRA,2020-05-05,5260
France,FRA,2020-05-06,5023
France,FRA,2020-05-07,4703
France,FRA,2020-05-08,4545
France,FRA,2020-05-09,4357
France,FRA,2020-05-10,4265
France,FRA,2020-05-11,4099
France,FRA,2020-05-12,3782
France,FRA,2020-05-13,3492
France,FRA,2020-05-14,3306
France,FRA,2020-05-15,3234
France,FRA,2020-05-16,3319
France,FRA,2020-05-17,3218
France,FRA,2020-05-18,3070
France,FRA,2020-05-19,2906
France,FRA,2020-05-20,2795
France,FRA,2020-05-21,2524
France,FRA,2020-05-22,2349
France,FRA,2020-05-23,2232
France,FRA,2020-05-24,2201
France,FRA,2020-05-25,2168
France,FRA,2020-05-26,1980
France,FRA,2020-05-27,1819
France,FRA,2020-05-28,1801
France,FRA,2020-05-29,1793
France,FRA,2020-05-30,1787
France,FRA,2020-05-31,1738
France,FRA,2020-06-01,1485
France,FRA,2020-06-02,1396
France,FRA,2020-06-03,1375
France,FRA,2020-06-04,1317
France,FRA,2020-06-05,1275
France,FRA,2020-06-06,1191
France,FRA,2020-06-07,1156
France,FRA,2020-06-08,1212
France,FRA,2020-06-09,1152
France,FRA,2020-06-10,1032
France,FRA,2020-06-11,980
France,FRA,2020-06-12,903
France,FRA,2020-06-13,828
France,FRA,2020-06-14,824
France,FRA,2020-06-15,793
France,FRA,2020-06-16,767
France,FRA,2020-06-17,753
France,FRA,2020-06-18,746
France,FRA,2020-06-19,726
France,FRA,2020-06-20,748
France,FRA,2020-06-21,763
France,FRA,2020-06-22,791
France,FRA,2020-06-23,765
France,FRA,2020-06-24,746
France,FRA,2020-06-25,734
France,FRA,2020-06-26,705
France,FRA,2020-06-27,670
France,FRA,2020-06-28,666
France,FRA,2020-06-29,626
France,FRA,2020-06-30,661
France,FRA,2020-07-01,670
France,FRA,2020-07-02,639
France,FRA,2020-07-03,677
France,FRA,2020-07-04,669
France,FRA,2020-07-05,646
France,FRA,2020-07-06,642
France,FRA,2020-07-07,617
France,FRA,2020-07-08,594
France,FRA,2020-07-09,580
France,FRA,2020-07-10,591
France,FRA,2020-07-11,601
France,FRA,2020-07-12,606
France,FRA,2020-07-13,576
France,FRA,2020-07-14,510
France,FRA,2020-07-15,560
France,FRA,2020-07-16,600
France,FRA,2020-07-17,583
France,FRA,2020-07-18,594
France,FRA,2020-07-19,604
France,FRA,2020-07-20,673
France,FRA,2020-07-21,721
France,FRA,2020-07-22,720
France,FRA,2020-07-23,724
France,FRA,2020-07-24,731
France,FRA,2020-07-25,749
France,FRA,2020-07-26,749
France,FRA,2020-07-27,730
France,FRA,2020-07-28,793
France,FRA,2020-07-29,779
France,FRA,2020-07-30,772
France,FRA,2020-07-31,798
France,FRA,2020-08-01,789
France,FRA,2020-08-02,778
France,FRA,2020-08-03,802
France,FRA,2020-08-04,769
France,FRA,2020-08-05,788
France,FRA,2020-08-06,813
France,FRA,2020-08-07,797
France,FRA,2020-08-08,793
France,FRA,2020-08-09,782
France,FRA,2020-08-10,820
France,FRA,2020-08-11,872
France,FRA,2020-08-12,878
France,FRA,2020-08-13,938
France,FRA,2020-08-14,975
France,FRA,2020-08-15,989
France,FRA,2020-08-16,1008
France,FRA,2020-08-17,1062
France,FRA,2020-08-18,1056
France,FRA,2020-08-19,1075
France,FRA,2020-08-20,1023
France,FRA,2020-08-21,1060
France,FRA,2020-08-22,1087
France,FRA,2020-08-23,1083
France,FRA,2020-08-24,1082
France,FRA,2020-08-25,1162
France,FRA,2020-08-26,1215
France,FRA,2020-08-27,1291
France,FRA,2020-08-28,1322
France,FRA,2020-08-29,1343
France,FRA,2020-08-30,1337
France,FRA,2020-08-31,1358
France,FRA,2020-09-01,1393
France,FRA,2020-09-02,1495
France,FRA,2020-09-03,1577
France,FRA,2020-09-04,1628
France,FRA,2020-09-05,1661
France,FRA,2020-09-06,1704
France,FRA,2020-09-07,1898
France,FRA,2020-09-08,2088
France,FRA,2020-09-09,2157
France,FRA,2020-09-10,2202
France,FRA,2020-09-11,2357
France,FRA,2020-09-12,2432
France,FRA,2020-09-13,2464
France,FRA,2020-09-14,2561
France,FRA,2020-09-15,2713
France,FRA,2020-09-16,2976
France,FRA,2020-09-17,3223
France,FRA,2020-09-18,3626
France,FRA,2020-09-19,3853
France,FRA,2020-09-20,3894
France,FRA,2020-09-21,4103
France,FRA,2020-09-22,4244
France,FRA,2020-09-23,4244
France,FRA,2020-09-24,4258
France,FRA,2020-09-25,4069
France,FRA,2020-09-26,4102
France,FRA,2020-09-27,4204
France,FRA,2020-09-28,4069
France,FRA,2020-09-29,3984
France,FRA,2020-09-30,3985
France,FRA,2020-10-01,3998
France,FRA,2020-10-02,4058
France,FRA,2020-10-03,4087
France,FRA,2020-10-04,4264
France,FRA,2020-10-05,4355
France,FRA,2020-10-06,4486
France,FRA,2020-10-07,4625
France,FRA,2020-10-08,4710
France,FRA,2020-10-09,4837
France,FRA,2020-10-10,4999
France,FRA,2020-10-11,5084
France,FRA,2020-10-12,5350
France,FRA,2020-10-13,5689
France,FRA,2020-10-14,6033
France,FRA,2020-10-15,6529
France,FRA,2020-10-16,6906
France,FRA,2020-10-17,7198
France,FRA,2020-10-18,7530
France,FRA,2020-10-19,7978
France,FRA,2020-10-20,8753
France,FRA,2020-10-21,9374
France,FRA,2020-10-22,10165
France,FRA,2020-10-23,11031
France,FRA,2020-10-24,11712
France,FRA,2020-10-25,12175
France,FRA,2020-10-26,13065
France,FRA,2020-10-27,14110
France,FRA,2020-10-28,15177
France,FRA,2020-10-29,15786
France,FRA,2020-10-30,16258
France,FRA,2020-10-31,16865
France,FRA,2020-11-01,17450
France,FRA,2020-11-02,17683
France,FRA,2020-11-03,18006
France,FRA,2020-11-04,18866
France,FRA,2020-11-05,19248
France,FRA,2020-11-06,19825
France,FRA,2020-11-07,20009
France,FRA,2020-11-08,19940
France,FRA,2020-11-09,20063
France,FRA,2020-11-10,19920
France,FRA,2020-11-11,18827
France,FRA,2020-11-12,18209
France,FRA,2020-11-13,17910
France,FRA,2020-11-14,17654
France,FRA,2020-11-15,17414
France,FRA,2020-11-16,16809
France,FRA,2020-11-17,16154
France,FRA,2020-11-18,16001
France,FRA,2020-11-19,15851
France,FRA,2020-11-20,14978
France,FRA,2020-11-21,14291
France,FRA,2020-11-22,13623
France,FRA,2020-11-23,12938
France,FRA,2020-11-24,12211
France,FRA,2020-11-25,11453
France,FRA,2020-11-26,10692
France,FRA,2020-11-27,10195
France,FRA,2020-11-28,9656
France,FRA,2020-11-29,9402
France,FRA,2020-11-30,9279
France,FRA,2020-12-01,9065
France,FRA,2020-12-02,8641
France,FRA,2020-12-03,8631
France,FRA,2020-12-04,8560
France,FRA,2020-12-05,8603
France,FRA,2020-12-06,8578
France,FRA,2020-12-07,8527
France,FRA,2020-12-08,8552
France,FRA,2020-12-09,8679
France,FRA,2020-12-10,8674
France,FRA,2020-12-11,8614
France,FRA,2020-12-12,8692
France,FRA,2020-12-13,8734
France,FRA,2020-12-14,8852
France,FRA,2020-12-15,8817
France,FRA,2020-12-16,9101
France,FRA,2020-12-17,9020
France,FRA,2020-12-18,8965
France,FRA,2020-12-19,8872
France,FRA,2020-12-20,8802
France,FRA,2020-12-21,8762
France,FRA,2020-12-22,8983
France,FRA,2020-12-23,8745
France,FRA,2020-12-24,8835
France,FRA,2020-12-25,8293
France,FRA,2020-12-26,7802
France,FRA,2020-12-27,7792
France,FRA,2020-12-28,7725
France,FRA,2020-12-29,7569
France,FRA,2020-12-30,7547
France,FRA,2020-12-31,7410
France,FRA,2021-01-01,7344
France,FRA,2021-01-02,7477
France,FRA,2021-01-03,7545
France,FRA,2021-01-04,7590
France,FRA,2021-01-05,7710
France,FRA,2021-01-06,7744
France,FRA,2021-01-07,7868
France,FRA,2021-01-08,8636
France,FRA,2021-01-09,8934
France,FRA,2021-01-10,9006
France,FRA,2021-01-11,9033
France,FRA,2021-01-12,8946
France,FRA,2021-01-13,9096
France,FRA,2021-01-14,9346
France,FRA,2021-01-15,9535
France,FRA,2021-01-16,9790
France,FRA,2021-01-17,9759
France,FRA,2021-01-18,10136
France,FRA,2021-01-19,10471
France,FRA,2021-01-20,10794
France,FRA,2021-01-21,10862
France,FRA,2021-01-22,11089
France,FRA,2021-01-23,11064
France,FRA,2021-01-24,11284
France,FRA,2021-01-25,11391
France,FRA,2021-01-26,11402
France,FRA,2021-01-27,11424
France,FRA,2021-01-28,11391
France,FRA,2021-01-29,11353
France,FRA,2021-01-30,11355
France,FRA,2021-01-31,11253
France,FRA,2021-02-01,11230
France,FRA,2021-02-02,11413
France,FRA,2021-02-03,11362
France,FRA,2021-02-04,11388
France,FRA,2021-02-05,11284
France,FRA,2021-02-06,11234
France,FRA,2021-02-07,11208
France,FRA,2021-02-08,11351
France,FRA,2021-02-09,11093
France,FRA,2021-02-10,10736
France,FRA,2021-02-11,10602
France,FRA,2021-02-12,10288
France,FRA,2021-02-13,10247
France,FRA,2021-02-14,10108
France,FRA,2021-02-15,9646
France,FRA,2021-02-16,9572
France,FRA,2021-02-17,9606
France,FRA,2021-02-18,9478
France,FRA,2021-02-19,9616
France,FRA,2021-02-20,9560
France,FRA,2021-02-21,9502
France,FRA,2021-02-22,9600
France,FRA,2021-02-23,9523
France,FRA,2021-02-24,9600
France,FRA,2021-02-25,9564
France,FRA,2021-02-26,9655
France,FRA,2021-02-27,9633
France,FRA,2021-02-28,9768
France,FRA,2021-03-01,9632
France,FRA,2021-03-02,9557
France,FRA,2021-03-03,9543
France,FRA,2021-03-04,9627
France,FRA,2021-03-05,9390
France,FRA,2021-03-06,9480
France,FRA,2021-03-07,9472
France,FRA,2021-03-08,9663
France,FRA,2021-03-09,9768
France,FRA,2021-03-10,9720
France,FRA,2021-03-11,9791
France,FRA,2021-03-12,9842
France,FRA,2021-03-13,9832
France,FRA,2021-03-14,9933
France,FRA,2021-03-15,10025
France,FRA,2021-03-16,10220
France,FRA,2021-03-17,10391
France,FRA,2021-03-18,10443
France,FRA,2021-03-19,10694
France,FRA,2021-03-20,10955
France,FRA,2021-03-21,11060
France,FRA,2021-03-22,11286
France,FRA,2021-03-23,11567
France,FRA,2021-03-24,11952
France,FRA,2021-03-25,12151
France,FRA,2021-03-26,12500
France,FRA,2021-03-27,12719
France,FRA,2021-03-28,12810
France,FRA,2021-03-29,13007
France,FRA,2021-03-30,13300
France,FRA,2021-03-31,13379
France,FRA,2021-04-01,13554
France,FRA,2021-04-02,13598
France,FRA,2021-04-03,13761
France,FRA,2021-04-04,13968
France,FRA,2021-04-05,13088
France,FRA,2021-04-06,12968
France,FRA,2021-04-07,13890
France,FRA,2021-04-08,14011
France,FRA,2021-04-09,14039
France,FRA,2021-04-10,13958
France,FRA,2021-04-11,14039
France,FRA,2021-04-12,14992
France,FRA,2021-04-13,15034
France,FRA,2021-04-14,13975
France,FRA,2021-04-15,13881
France,FRA,2021-04-16,13805
France,FRA,2021-04-17,13627
France,FRA,2021-04-18,13433
France,FRA,2021-04-19,13327
France,FRA,2021-04-20,13230
France,FRA,2021-04-21,13253
France,FRA,2021-04-22,13069
France,FRA,2021-04-23,12957
France,FRA,2021-04-24,12854
France,FRA,2021-04-25,12624
France,FRA,2021-04-26,12502
France,FRA,2021-04-27,12207
France,FRA,2021-04-28,11820
France,FRA,2021-04-29,11653
France,FRA,2021-04-30,11154
France,FRA,2021-05-01,11032
France,FRA,2021-05-02,10949
France,FRA,2021-05-03,10500
France,FRA,2021-05-04,9982
France,FRA,2021-05-05,9733
France,FRA,2021-05-06,9173
France,FRA,2021-05-07,8880
France,FRA,2021-05-08,8478
France,FRA,2021-05-09,8207
France,FRA,2021-05-10,7837
France,FRA,2021-05-11,7485
France,FRA,2021-05-12,6991
France,FRA,2021-05-13,6458
France,FRA,2021-05-14,6051
France,FRA,2021-05-15,5787
France,FRA,2021-05-16,5676
France,FRA,2021-05-17,5422
France,FRA,2021-05-18,5179
France,FRA,2021-05-19,4926
France,FRA,2021-05-20,5017
France,FRA,2021-05-21,4909
France,FRA,2021-05-22,4797
France,FRA,2021-05-23,4705
France,FRA,2021-05-24,4094
France,FRA,2021-05-25,3894
France,FRA,2021-05-26,3853
France,FRA,2021-05-27,3643
France,FRA,2021-05-28,3557
France,FRA,2021-05-29,3423
France,FRA,2021-05-30,3298
France,FRA,2021-05-31,3567
France,FRA,2021-06-01,3367
France,FRA,2021-06-02,3187
France,FRA,2021-06-03,3146
France,FRA,2021-06-04,3015
France,FRA,2021-06-05,2948
France,FRA,2021-06-06,2903
France,FRA,2021-06-07,2757
France,FRA,2021-06-08,2566
France,FRA,2021-06-09,2466
France,FRA,2021-06-10,2305
France,FRA,2021-06-11,2210
France,FRA,2021-06-12,2141
France,FRA,2021-06-13,2098
France,FRA,2021-06-14,2040
France,FRA,2021-06-15,1935
France,FRA,2021-06-16,1742
France,FRA,2021-06-17,1670
France,FRA,2021-06-18,1528
France,FRA,2021-06-19,1432
France,FRA,2021-06-20,1372
France,FRA,2021-06-21,1263
France,FRA,2021-06-22,1144
France,FRA,2021-06-23,1113
France,FRA,2021-06-24,1028
France,FRA,2021-06-25,1005
France,FRA,2021-06-26,984
France,FRA,2021-06-27,975
France,FRA,2021-06-28,935
France,FRA,2021-06-29,888
France,FRA,2021-06-30,879
France,FRA,2021-07-01,848
France,FRA,2021-07-02,818
France,FRA,2021-07-03,816
France,FRA,2021-07-04,815
France,FRA,2021-07-05,776
France,FRA,2021-07-06,791
France,FRA,2021-07-07,773
France,FRA,2021-07-08,764
France,FRA,2021-07-09,793
France,FRA,2021-07-10,815
France,FRA,2021-07-11,797
France,FRA,2021-07-12,927
France,FRA,2021-07-13,1024
France,FRA,2021-07-14,999
France,FRA,2021-07-15,1112
France,FRA,2021-07-16,1185
France,FRA,2021-07-17,1198
France,FRA,2021-07-18,1229
France,FRA,2021-07-19,1322
France,FRA,2021-07-20,1403
France,FRA,2021-07-21,1569
France,FRA,2021-07-22,1648
France,FRA,2021-07-23,1758
France,FRA,2021-07-24,1826
France,FRA,2021-07-25,1864
